continent,country,year,fertility,lifeExpectancy,mean_house_income,median_age_year,population
North America,Dominican Republic,1952,7.59,58.7,633.0,15.8,2530000.0
Africa,Algeria,1952,7.44,56.0,981.0,18.1,9520000.0
South America,Ecuador,1952,6.73,51.6,1130.0,18.5,3710000.0
Africa,Egypt,1952,6.69,43.7,512.0,19.6,22100000.0
Africa,Eritrea,1952,6.96,40.1,2280.0,16.6,848000.0
Europe,Spain,1952,2.51,64.5,1770.0,27.0,28400000.0
Europe,Estonia,1952,2.07,67.1,2340.0,28.6,1130000.0
Africa,Ethiopia,1952,7.2,33.8,825.0,17.0,18500000.0
Europe,Finland,1952,3.06,66.7,3270.0,26.7,4090000.0
Oceania,Fiji,1952,6.59,60.0,1040.0,16.2,319000.0
Europe,France,1952,2.76,68.1,3710.0,31.9,42500000.0
Africa,Gabon,1952,5.07,48.7,115.0,27.0,479000.0
Europe,United Kingdom,1952,2.15,69.5,5330.0,34.0,50500000.0
Europe,Georgia,1952,2.97,51.4,2560.0,25.2,3600000.0
Africa,Ghana,1952,6.42,47.4,898.0,17.9,5370000.0
Africa,Guinea,1952,5.99,38.8,165.0,20.5,3080000.0
Africa,Gambia,1952,5.27,52.3,477.0,17.5,323000.0
Africa,Guinea-Bissau,1952,6.42,33.9,793.0,20.6,554000.0
Africa,Equatorial Guinea,1952,5.59,39.3,300.0,22.1,234000.0
Europe,Greece,1952,2.4,70.5,1670.0,25.1,7860000.0
North America,Grenada,1952,5.69,59.5,1340.0,15.5,78400.0
North America,Guatemala,1952,7.09,42.6,763.0,16.8,3280000.0
South America,Guyana,1952,5.8,53.0,1830.0,18.0,440000.0
North America,Honduras,1952,7.5,41.8,1400.0,17.3,1650000.0
Europe,Croatia,1952,2.8,57.9,1740.0,26.8,3940000.0
North America,Haiti,1952,6.3,43.0,1670.0,18.9,3360000.0
Europe,Hungary,1952,2.72,64.0,2800.0,29.5,9500000.0
Asia,Indonesia,1952,5.46,37.8,282.0,18.3,72600000.0
Asia,India,1952,5.9,44.5,526.0,19.9,373000000.0
Europe,Ireland,1952,3.41,67.3,2280.0,29.0,2930000.0
Asia,Iran,1952,6.91,40.2,1300.0,20.3,17600000.0
Asia,Iraq,1952,7.44,56.6,600.0,20.2,5930000.0
Europe,Iceland,1952,3.82,72.0,3670.0,25.4,148000.0
Asia,Israel,1952,4.32,71.8,1760.0,24.7,1390000.0
Europe,Italy,1952,2.37,66.2,2960.0,28.2,47000000.0
North America,Jamaica,1952,4.13,59.2,1310.0,21.2,1480000.0
Asia,Jordan,1952,7.39,57.1,1480.0,16.9,505000.0
Asia,Japan,1952,3.07,63.4,1230.0,21.7,86900000.0
Asia,Kazakhstan,1952,4.39,58.0,2520.0,22.4,7120000.0
Africa,Kenya,1952,7.45,49.1,2090.0,16.0,6050000.0
Asia,Kyrgyz Republic,1952,4.36,51.0,994.0,23.5,1820000.0
Asia,Cambodia,1952,6.95,46.6,954.0,17.4,4590000.0
Oceania,Kiribati,1952,6.03,45.4,2120.0,20.4,39400.0
Asia,South Korea,1952,5.25,44.7,381.0,17.3,20400000.0
Asia,Kuwait,1952,7.21,65.5,1810.0,20.5,162000.0
Asia,Lao,1952,5.94,39.1,773.0,18.6,1770000.0
Asia,Lebanon,1952,5.74,60.6,3920.0,21.5,1430000.0
Africa,Liberia,1952,6.26,38.5,1550.0,18.1,952000.0
Africa,Libya,1952,7.19,48.2,3130.0,19.5,1160000.0
North America,St. Lucia,1952,5.89,53.2,211.0,18.0,87500.0
Asia,Sri Lanka,1952,5.84,58.0,887.0,19.9,8250000.0
Africa,Lesotho,1952,5.84,52.4,239.0,17.1,601000.0
Europe,Lithuania,1952,2.79,67.2,2000.0,25.2,2620000.0
Europe,Luxembourg,1952,1.95,66.6,5500.0,34.0,300000.0
Europe,Latvia,1952,2.0,67.7,2660.0,29.3,1970000.0
Africa,Morocco,1952,6.58,45.2,1220.0,18.2,9440000.0
Europe,Moldova,1952,3.5,54.3,2290.0,24.9,2490000.0
Africa,Madagascar,1952,7.3,41.6,997.0,19.2,4150000.0000000005
Asia,Maldives,1952,5.94,32.0,242.0,18.0,77200.0
North America,Mexico,1952,6.72,50.2,1340.0,16.6,29100000.0
Europe,North Macedonia,1952,4.64,50.7,856.0,20.4,1310000.0
Africa,Mali,1952,6.73,35.6,245.0,19.3,4820000.0
Europe,Malta,1952,4.16,64.8,1420.0,22.9,305000.0
Asia,Myanmar,1952,6.0,35.8,280.0,20.7,18400000.0
Europe,Montenegro,1952,4.24,68.2,1530.0,20.7,419000.0
Asia,Mongolia,1952,5.54,39.6,361.0,23.3,805000.0
Africa,Mozambique,1952,6.81,43.3,432.0,19.0,6080000.0
Africa,Mauritania,1952,6.3,48.3,512.0,16.8,689000.0
Africa,Mauritius,1952,5.9,52.7,743.0,17.1,556000.0
Africa,Malawi,1952,6.82,34.9,676.0,16.4,3060000.0
Asia,Malaysia,1952,6.29,54.3,1460.0,18.1,6270000.0
Africa,Namibia,1952,5.99,55.0,1550.0,19.4,527000.0
Africa,Niger,1952,7.1,38.0,703.0,14.3,2750000.0
Africa,Nigeria,1952,6.35,45.2,894.0,18.2,38600000.0
North America,Nicaragua,1952,7.16,49.7,2900.0,16.2,1410000.0
Europe,Netherlands,1952,3.09,72.1,3800.0,27.3,10400000.0
Europe,Norway,1952,2.61,72.6,3930.0,32.0,3330000.0
Asia,Nepal,1952,5.97,41.4,476.0,18.6,8760000.0
Oceania,New Zealand,1952,3.32,69.8,7400.0,28.2,2000000.0
Asia,Oman,1952,7.25,41.6,606.0,17.9,470000.0
Asia,Pakistan,1952,6.6,47.2,291.0,18.7,38800000.0
North America,Panama,1952,5.75,61.9,1470.0,17.5,906000.0
South America,Peru,1952,6.9,40.3,1570.0,17.8,8119999.999999999
Asia,Philippines,1952,6.99,55.9,829.0,16.2,20200000.0
Oceania,Papua New Guinea,1952,6.24,50.0,499.0,17.6,1610000.0
Europe,Poland,1952,3.64,60.1,2300.0,25.0,25700000.0
Asia,North Korea,1952,3.25,29.5,634.0,16.3,10200000.0
Europe,Portugal,1952,3.1,60.3,1510.0,25.5,8520000.0
South America,Paraguay,1952,6.5,65.0,2420.0,15.6,1570000.0
Asia,Qatar,1952,6.97,64.5,214.0,17.2,25900.0
Europe,Romania,1952,3.31,61.8,1670.0,25.5,16800000.0
Asia,Russia,1952,2.88,62.5,790.0,23.9,106000000.0
Africa,Rwanda,1952,7.98,35.5,416.0,17.0,2300000.0
Asia,Saudi Arabia,1952,7.18,51.6,642.0,17.7,3280000.0
Africa,Sudan,1952,6.65,47.3,937.0,16.1,6570000.0
Africa,Senegal,1952,6.68,45.7,756.0,17.8,2630000.0
Asia,Singapore,1952,6.62,58.4,2280.0,18.6,1100000.0
Oceania,Solomon Islands,1952,6.4,42.5,689.0,16.8,109000.0
Africa,Sierra Leone,1952,5.9,40.6,634.0,19.6,2049999.9999999998
North America,El Salvador,1952,6.3,46.4,2020.0,16.9,2280000.0
Africa,Somalia,1952,7.25,44.3,672.0,18.1,2340000.0
Europe,Serbia,1952,3.29,57.9,2220.0,24.9,6150000.0
Africa,South Sudan,1952,6.65,47.4,624.0,17.8,2560000.0
Africa,Sao Tome and Principe,1952,6.2,40.9,655.0,23.7,63000.0
South America,Suriname,1952,6.56,59.2,1530.0,17.5,207000.0
Europe,Slovak Republic,1952,3.53,64.2,2970.0,26.3,3590000.0
Europe,Slovenia,1952,2.67,60.2,1560.0,26.1,1470000.0
Europe,Sweden,1952,2.24,72.0,4420.0,33.5,7120000.0
Africa,Seychelles,1952,5.01,60.8,1990.0,24.6,38600.0
Asia,Syria,1952,7.21,55.5,975.0,19.1,3700000.0
Africa,Chad,1952,6.09,45.5,762.0,20.1,2610000.0
Africa,Togo,1952,6.33,45.2,815.0,18.0,1440000.0
Asia,Thailand,1952,6.14,55.6,661.0,17.5,21400000.0
Asia,Tajikistan,1952,5.62,47.0,1740.0,21.3,1640000.0
Asia,Turkmenistan,1952,5.57,49.4,532.0,22.5,1260000.0
Asia,Timor-Leste,1952,6.45,43.1,449.0,17.3,423000.0
Oceania,Tonga,1952,7.3,62.0,1110.0,16.4,52800.0
North America,Trinidad and Tobago,1952,5.29,58.6,2150.0,19.0,683000.0
Africa,Tunisia,1952,6.68,44.6,781.0,18.7,3740000.0
Asia,Turkey,1952,6.67,46.2,1390.0,18.7,22100000.0
Africa,Tanzania,1952,6.73,44.3,437.0,16.0,8050000.000000001
Africa,Uganda,1952,6.9,47.2,416.0,17.8,6070000.0
Europe,Ukraine,1952,2.81,68.5,896.0,26.5,38300000.0
South America,Uruguay,1952,2.72,66.6,5380.0,27.1,2280000.0
North America,United States,1952,3.3,68.6,9270.0,29.2,153000000.0
Asia,Uzbekistan,1952,5.55,57.1,1300.0,22.8,6580000.0
North America,St. Vincent and the Grenadines,1952,7.32,55.3,1530.0,16.8,65400.00000000001
South America,Venezuela,1952,6.46,59.5,3460.0,16.2,5980000.0
Asia,Vietnam,1952,5.31,53.0,557.0,22.8,26200000.0
Oceania,Vanuatu,1952,7.62,48.1,800.0,17.4,53400.0
Oceania,Samoa,1952,7.63,55.5,1920.0,14.6,91900.0
Asia,Yemen,1952,7.31,32.6,760.0,18.2,4860000.0
Africa,South Africa,1952,6.31,52.4,2180.0,19.1,13600000.0
Africa,Zambia,1952,6.7,47.4,1370.0,16.4,2450000.0
Africa,Zimbabwe,1952,6.78,54.1,1660.0,16.9,2970000.0
Asia,Afghanistan,1953,7.54,43.5,1060.0,18.3,7760000.0
Africa,Angola,1953,7.17,45.6,830.0,18.9,4760000.0
Europe,Albania,1953,6.27,55.4,1040.0,19.5,1370000.0
Asia,United Arab Emirates,1953,6.98,58.7,732.0,16.6,90600.0
South America,Argentina,1953,3.15,64.1,4760.0,24.8,18000000.0
Europe,Armenia,1953,4.48,51.1,1640.0,21.7,1510000.0
North America,Antigua and Barbuda,1953,4.52,59.8,2610.0,17.8,48300.0
Oceania,Australia,1953,3.19,69.9,6290.0,29.3,8820000.0
Europe,Austria,1953,2.09,67.2,3590.0,34.3,6930000.0
Europe,Azerbaijan,1953,5.28,40.3,2390.0,20.5,3370000.0
Africa,Burundi,1953,6.79,41.0,259.0,17.7,2400000.0
Europe,Belgium,1953,2.36,68.5,4770.0,33.6,8740000.0
Africa,Benin,1953,5.88,43.9,647.0,22.1,2320000.0
Africa,Burkina Faso,1953,6.12,37.1,326.0,18.7,4360000.0
Asia,Bangladesh,1953,6.39,40.9,830.0,18.3,42300000.0
Europe,Bulgaria,1953,2.49,64.0,2880.0,26.9,7360000.0
Asia,Bahrain,1953,6.95,52.1,4850.0,17.5,127000.0
North America,Bahamas,1953,4.06,59.2,6840.0,19.3,86700.0
Europe,Bosnia and Herzegovina,1953,4.7,53.6,860.0,19.3,2840000.0
Europe,Belarus,1953,2.64,68.8,1370.0,24.7,7890000.0
North America,Belize,1953,6.64,57.6,1210.0,18.6,75600.0
South America,Bolivia,1953,6.76,38.7,2150.0,19.2,3240000.0
South America,Brazil,1953,6.14,49.0,852.0,17.4,59000000.0
North America,Barbados,1953,4.39,60.9,2090.0,21.4,223000.0
Asia,Brunei,1953,6.84,52.6,4450.0,19.5,57200.0
Asia,Bhutan,1953,6.67,38.3,297.0,17.5,187000.0
Africa,Botswana,1953,6.51,53.9,221.0,17.7,442000.0
Africa,Central African Republic,1953,5.55,44.0,670.0,20.7,1500000.0
North America,Canada,1953,3.7,69.5,7390.0,26.5,14900000.0
Europe,Switzerland,1953,2.3,69.8,9130.0,31.9,4880000.0
South America,Chile,1953,5.11,55.3,3130.0,19.5,7020000.0
Asia,China,1953,5.67,44.6,261.0,21.3,577000000.0
Africa,Cameroon,1953,5.47,43.8,759.0,19.7,4520000.0
South America,Colombia,1953,6.75,56.4,1540.0,16.5,12800000.0
Africa,Comoros,1953,6.09,45.3,1750.0,20.0,172000.0
Africa,Cape Verde,1953,6.58,56.8,549.0,17.0,192000.0
North America,Costa Rica,1953,6.33,59.5,683.0,17.0,1050000.0
North America,Cuba,1953,3.96,66.8,4750.0,21.3,6300000.0
Europe,Cyprus,1953,3.66,62.8,1170.0,22.7,517000.0
Europe,Czech Republic,1953,2.66,67.5,2830.0,30.9,9150000.0
Europe,Germany,1953,2.14,67.7,4560.0,33.1,70900000.0
Africa,Djibouti,1953,6.31,55.0,2500.0,16.0,68500.0
Europe,Denmark,1953,2.6,71.4,4860.0,31.2,4360000.0
North America,Dominican Republic,1953,7.63,60.0,607.0,15.8,2610000.0
Africa,Algeria,1953,7.43,56.4,983.0,18.0,9770000.0
South America,Ecuador,1953,6.74,52.3,1130.0,18.3,3810000.0
Africa,Egypt,1953,6.71,43.7,526.0,19.7,22700000.0
Africa,Eritrea,1953,6.98,40.3,2370.0,16.8,863000.0
Europe,Spain,1953,2.55,65.7,1760.0,27.2,28600000.0
Europe,Estonia,1953,2.05,67.3,2410.0,28.6,1140000.0
Africa,Ethiopia,1953,7.12,34.3,858.0,17.0,18900000.0
Europe,Finland,1953,2.96,66.9,3260.0,26.8,4139999.9999999995
Oceania,Fiji,1953,6.73,61.3,1070.0,16.0,326000.0
Europe,France,1953,2.72,68.5,3790.0,31.8,42900000.0
Africa,Gabon,1953,5.04,48.8,124.0,27.0,482000.0
Europe,United Kingdom,1953,2.2,70.0,5510.0,33.9,50700000.0
Europe,Georgia,1953,2.92,52.3,2630.0,25.4,3640000.0
Africa,Ghana,1953,6.46,47.7,998.0,18.0,5540000.0
Africa,Guinea,1953,6.01,39.1,169.0,20.5,3130000.0
Africa,Gambia,1953,5.3,52.5,485.0,17.6,331000.0
Africa,Guinea-Bissau,1953,6.17,34.3,824.0,20.7,557000.0
Africa,Equatorial Guinea,1953,5.6,39.3,308.0,21.9,238000.0
Europe,Greece,1953,2.41,70.5,1870.0,25.4,7960000.0
North America,Grenada,1953,5.97,60.2,1370.0,15.7,79600.0
North America,Guatemala,1953,7.04,42.8,768.0,16.7,3370000.0
South America,Guyana,1953,5.97,53.4,1780.0,17.7,453000.0
North America,Honduras,1953,7.51,42.4,1470.0,17.1,1700000.0
Europe,Croatia,1953,2.71,58.2,1970.0,26.8,3970000.0
North America,Haiti,1953,6.3,43.3,1590.0,18.9,3420000.0
Europe,Hungary,1953,2.67,64.2,2840.0,29.6,9590000.0
Asia,Indonesia,1953,5.53,38.7,291.0,18.5,74200000.0
Asia,India,1953,5.9,44.8,546.0,19.9,381000000.0
Europe,Ireland,1953,3.39,68.1,2350.0,29.1,2920000.0
Asia,Iran,1953,6.91,40.4,1270.0,20.1,18000000.0
Asia,Iraq,1953,7.07,57.4,820.0,19.9,6090000.0
Europe,Iceland,1953,3.93,72.2,4140.0,25.3,151000.0
Asia,Israel,1953,4.21,71.5,1690.0,24.7,1450000.0
Europe,Italy,1953,2.32,67.1,3130.0,28.5,47400000.0
North America,Jamaica,1953,4.33,60.5,1470.0,21.2,1510000.0
Asia,Jordan,1953,7.32,57.3,1510.0,16.8,542000.0
Asia,Japan,1953,2.84,64.0,1290.0,22.0,88100000.0
Asia,Kazakhstan,1953,4.43,58.4,2590.0,22.6,7360000.0
Africa,Kenya,1953,7.51,49.6,1940.0,15.9,6200000.0
Asia,Kyrgyz Republic,1953,4.49,51.7,1010.0,23.5,1860000.0
Asia,Cambodia,1953,6.95,46.8,941.0,17.4,4700000.0
Oceania,Kiribati,1953,6.19,45.7,2190.0,20.1,40300.0
Asia,South Korea,1953,5.64,50.5,495.0,17.3,20900000.0
Asia,Kuwait,1953,7.2,65.7,2330.0,20.5,166000.0
Asia,Lao,1953,5.94,39.3,780.0,18.6,1810000.0
Asia,Lebanon,1953,5.73,61.4,4460.0,21.3,1470000.0
Africa,Liberia,1953,6.28,38.9,1580.0,18.2,971000.0
Africa,Libya,1953,7.21,48.6,3120.0,19.4,1180000.0
North America,St. Lucia,1953,6.19,54.1,220.0,17.7,87800.0
Asia,Sri Lanka,1953,5.86,60.1,877.0,19.6,8410000.0
Africa,Lesotho,1953,5.85,52.7,246.0,16.9,614000.0
Europe,Lithuania,1953,2.78,67.3,2050.0,25.3,2640000.0
Europe,Luxembourg,1953,2.01,66.8,5660.0,33.9,302000.0
Europe,Latvia,1953,2.0,68.9,2730.0,29.5,1990000.0
Africa,Morocco,1953,6.64,45.4,1230.0,18.1,9700000.0
Europe,Moldova,1953,3.51,54.9,2340.0,24.7,2560000.0
Africa,Madagascar,1953,7.3,41.9,1020.0,19.0,4250000.0
Asia,Maldives,1953,6.15,32.6,248.0,18.2,78700.0
North America,Mexico,1953,6.74,51.0,1300.0,16.4,29800000.0
Europe,North Macedonia,1953,4.54,50.4,971.0,20.5,1340000.0
Africa,Mali,1953,6.76,35.9,250.0,19.3,4890000.0
Europe,Malta,1953,4.12,65.9,1430.0,22.6,311000.0
Asia,Myanmar,1953,5.99,36.1,281.0,20.7,18700000.0
Europe,Montenegro,1953,4.17,68.4,1740.0,20.7,428000.0
Asia,Mongolia,1953,5.61,40.1,373.0,23.0,818000.0
Africa,Mozambique,1953,6.84,43.5,439.0,18.9,6160000.0
Africa,Mauritania,1953,6.4,48.7,528.0,16.9,705000.0
Africa,Mauritius,1953,5.84,51.7,745.0,16.9,570000.0
Africa,Malawi,1953,6.82,35.4,694.0,16.5,3110000.0
Asia,Malaysia,1953,6.3,56.1,1440.0,17.7,6440000.0
Africa,Namibia,1953,6.01,55.2,1580.0,19.2,534000.0
Africa,Niger,1953,7.14,38.5,718.0,14.3,2840000.0
Africa,Nigeria,1953,6.35,45.4,897.0,18.2,39300000.0
North America,Nicaragua,1953,7.3,50.7,2870.0,16.0,1450000.0
Europe,Netherlands,1953,3.03,71.5,4070.0,27.4,10500000.0
Europe,Norway,1953,2.66,72.9,4060.0,32.2,3360000.0
Asia,Nepal,1953,5.97,41.8,498.0,18.5,8940000.0
Oceania,New Zealand,1953,3.39,69.9,7460.0,28.1,2049999.9999999998
Asia,Oman,1953,7.25,42.1,634.0,17.9,477000.0
Asia,Pakistan,1953,6.6,47.7,311.0,18.7,39500000.0
North America,Panama,1953,5.79,61.8,1520.0,17.4,930000.0
South America,Peru,1953,6.91,41.4,1620.0,17.8,8350000.0
Asia,Philippines,1953,7.09,57.1,878.0,15.9,21100000.0
Oceania,Papua New Guinea,1953,6.24,50.5,506.0,17.7,1650000.0
Europe,Poland,1953,3.65,62.2,2390.0,25.0,26200000.0
Asia,North Korea,1953,3.92,37.2,823.0,16.6,10100000.0
Europe,Portugal,1953,3.1,61.4,1600.0,25.7,8570000.0
South America,Paraguay,1953,6.5,68.3,2420.0,15.5,1610000.0
Asia,Qatar,1953,6.97,64.6,269.0,17.0,26800.0
Europe,Romania,1953,3.19,62.4,1780.0,25.6,17000000.0
Asia,Russia,1953,2.72,65.1,812.0,24.2,107000000.0
Africa,Rwanda,1953,8.02,37.5,424.0,16.9,2380000.0
Asia,Saudi Arabia,1953,7.17,51.9,746.0,17.5,3380000.0
Africa,Sudan,1953,6.64,47.5,956.0,16.1,6770000.0
Africa,Senegal,1953,6.72,46.1,769.0,17.8,2700000.0
Asia,Singapore,1953,6.66,59.9,2720.0,18.4,1150000.0
Oceania,Solomon Islands,1953,6.4,42.9,701.0,16.8,112000.0
Africa,Sierra Leone,1953,5.91,40.8,645.0,19.7,2080000.0
North America,El Salvador,1953,6.37,47.5,2110.0,16.7,2340000.0
Africa,Somalia,1953,7.25,44.3,685.0,17.9,2400000.0
Europe,Serbia,1953,3.11,58.3,2520.0,25.2,6220000.0
Africa,South Sudan,1953,6.64,47.5,639.0,17.8,2600000.0
Africa,Sao Tome and Principe,1953,6.19,41.0,656.0,23.5,63900.0
South America,Suriname,1953,6.55,59.5,1570.0,17.3,213000.0
Europe,Slovak Republic,1953,3.48,65.6,2920.0,26.3,3660000.0
Europe,Slovenia,1953,2.59,60.6,1770.0,26.2,1490000.0
Europe,Sweden,1953,2.27,72.2,4450.0,33.7,7170000.0
Africa,Seychelles,1953,4.95,61.1,2020.0,24.0,38900.0
Asia,Syria,1953,7.24,55.5,1080.0,18.8,3790000.0
Africa,Chad,1953,6.11,45.8,779.0,20.0,2660000.0
Africa,Togo,1953,6.33,45.4,826.0,17.8,1470000.0
Asia,Thailand,1953,6.14,56.9,710.0,17.4,22000000.0
Asia,Tajikistan,1953,5.71,47.5,1780.0,21.4,1690000.0
Asia,Turkmenistan,1953,5.61,50.0,546.0,22.4,1290000.0
Asia,Timor-Leste,1953,6.42,43.4,450.0,17.3,427000.0
Oceania,Tonga,1953,7.29,62.3,1120.0,16.3,54500.0
North America,Trinidad and Tobago,1953,5.31,59.9,2160.0,18.6,701000.0
Africa,Tunisia,1953,6.7,44.8,799.0,18.5,3820000.0
Asia,Turkey,1953,6.65,47.3,1530.0,18.7,22700000.0
Africa,Tanzania,1953,6.75,44.4,414.0,16.0,8260000.0
Africa,Uganda,1953,6.9,47.5,424.0,17.7,6240000.0
Europe,Ukraine,1953,2.85,68.7,920.0,26.7,38800000.0
South America,Uruguay,1953,2.74,67.2,5530.0,27.2,2310000.0
North America,United States,1953,3.37,69.0,9530.0,29.3,155000000.0
Asia,Uzbekistan,1953,5.63,57.6,1330.0,22.8,6750000.0
North America,St. Vincent and the Grenadines,1953,7.36,56.3,1580.0,16.3,67400.0
South America,Venezuela,1953,6.43,61.3,3480.0,16.2,6230000.0
Asia,Vietnam,1953,5.52,53.3,570.0,22.5,26800000.0
Oceania,Vanuatu,1953,7.58,48.4,811.0,17.3,54400.0
Oceania,Samoa,1953,7.63,56.1,1940.0,14.6,94000.0
Asia,Yemen,1953,7.31,33.0,766.0,18.3,4930000.0
Africa,South Africa,1953,6.29,52.7,2200.0,18.9,13900000.0
Africa,Zambia,1953,6.73,47.7,1420.0,16.4,2530000.0
Africa,Zimbabwe,1953,6.81,54.3,1740.0,16.7,3070000.0
Asia,Afghanistan,1954,7.53,43.3,1070.0,18.3,7860000.0
Africa,Angola,1954,7.2,45.6,797.0,18.9,4850000.0
Europe,Albania,1954,6.37,56.1,1070.0,19.4,1410000.0
Asia,United Arab Emirates,1954,6.99,58.8,736.0,16.6,96100.0
South America,Argentina,1954,3.15,64.7,4840.0,24.9,18400000.0
Europe,Armenia,1954,4.48,52.1,1680.0,21.7,1550000.0
North America,Antigua and Barbuda,1954,4.53,60.3,2680.0,17.8,49300.0
Oceania,Australia,1954,3.2,70.2,6530.0,29.2,9000000.0
Europe,Austria,1954,2.16,67.3,3950.0,34.1,6940000.0
Europe,Azerbaijan,1954,5.32,41.1,2470.0,20.6,3460000.0
Africa,Burundi,1954,6.79,41.5,269.0,17.5,2450000.0
Europe,Belgium,1954,2.39,68.7,4920.0,33.5,8790000.0
Africa,Benin,1954,5.94,44.0,654.0,21.8,2340000.0
Africa,Burkina Faso,1954,6.15,37.4,334.0,18.7,4420000.0
Asia,Bangladesh,1954,6.45,41.5,831.0,18.3,43300000.0
Europe,Bulgaria,1954,2.43,64.6,2800.0,27.2,7440000.0
Asia,Bahrain,1954,6.94,52.8,5050.0,17.4,131000.0
North America,Bahamas,1954,4.12,59.6,7090.0,19.1,89400.0
Europe,Bosnia and Herzegovina,1954,4.51,56.6,886.0,19.5,2900000.0
Europe,Belarus,1954,2.68,69.1,1410.0,24.8,7930000.0
North America,Belize,1954,6.62,58.1,1220.0,18.3,77800.0
South America,Bolivia,1954,6.77,39.6,2150.0,19.1,3300000.0
South America,Brazil,1954,6.14,49.5,888.0,17.3,60800000.0
North America,Barbados,1954,4.36,62.0,2200.0,21.4,225000.0
Asia,Brunei,1954,6.66,53.0,4530.0,19.0,60600.0
Asia,Bhutan,1954,6.67,38.9,301.0,17.7,192000.0
Africa,Botswana,1954,6.52,53.9,225.0,17.7,452000.0
Africa,Central African Republic,1954,5.6,44.1,683.0,20.5,1520000.0
North America,Canada,1954,3.78,70.1,7130.0,26.5,15300000.0
Europe,Switzerland,1954,2.31,70.1,9530.0,31.9,4940000.0
South America,Chile,1954,5.18,54.6,2970.0,19.5,7170000.0
Asia,China,1954,5.96,46.5,262.0,21.0,590000000.0
Africa,Cameroon,1954,5.47,44.4,779.0,19.7,4590000.0
South America,Colombia,1954,6.75,57.5,1590.0,16.4,13100000.0
Africa,Comoros,1954,6.22,45.5,1810.0,19.8,175000.0
Africa,Cape Verde,1954,6.62,56.9,538.0,16.9,193000.0
North America,Costa Rica,1954,6.4,61.0,665.0,16.9,1090000.0
North America,Cuba,1954,3.78,66.9,4930.0,21.3,6430000.0
Europe,Cyprus,1954,3.61,63.3,1220.0,22.7,525000.0
Europe,Czech Republic,1954,2.58,68.2,2920.0,31.1,9220000.0
Europe,Germany,1954,2.17,68.1,4890.0,33.2,71000000.0
Africa,Djibouti,1954,6.32,55.2,2580.0,16.1,70700.0
Europe,Denmark,1954,2.54,71.7,4910.0,31.4,4390000.0
North America,Dominican Republic,1954,7.66,60.8,623.0,15.7,2700000.0
Africa,Algeria,1954,7.41,52.4,1040.0,17.8,10000000.0
South America,Ecuador,1954,6.75,53.4,1200.0,18.1,3920000.0
Africa,Egypt,1954,6.72,44.1,501.0,19.6,23200000.0
Africa,Eritrea,1954,6.99,40.6,2330.0,16.9,879000.0
Europe,Spain,1954,2.59,66.7,1880.0,27.5,28900000.0
Europe,Estonia,1954,2.04,67.5,2480.0,28.7,1160000.0
Africa,Ethiopia,1954,7.05,34.7,844.0,17.0,19300000.0
Europe,Finland,1954,2.93,67.6,3510.0,26.9,4190000.0000000005
Oceania,Fiji,1954,6.82,62.0,1100.0,15.8,334000.0
Europe,France,1954,2.7,69.0,3960.0,31.9,43200000.0
Africa,Gabon,1954,5.0,48.8,134.0,26.9,486000.0
Europe,United Kingdom,1954,2.26,70.3,5710.0,33.9,51000000.0
Europe,Georgia,1954,2.9,53.3,2710.0,25.7,3690000.0
Africa,Ghana,1954,6.5,48.0,1100.0,18.0,5710000.0
Africa,Guinea,1954,6.02,39.4,176.0,20.4,3180000.0
Africa,Gambia,1954,5.33,52.7,500.0,17.8,340000.0
Africa,Guinea-Bissau,1954,6.05,35.0,967.0,20.9,561000.0
Africa,Equatorial Guinea,1954,5.6,39.3,320.0,21.7,242000.0
Europe,Greece,1954,2.41,71.0,1910.0,25.7,8050000.000000001
North America,Grenada,1954,6.22,60.8,1400.0,15.9,81000.0
North America,Guatemala,1954,7.0,44.5,759.0,16.5,3460000.0
South America,Guyana,1954,6.1,54.2,1740.0,17.3,468000.0
North America,Honduras,1954,7.51,42.9,1340.0,16.9,1750000.0
Europe,Croatia,1954,2.63,60.6,2050.0,26.9,4010000.0
North America,Haiti,1954,6.3,43.4,1690.0,18.8,3480000.0
Europe,Hungary,1954,2.61,65.5,2920.0,29.7,9700000.0
Asia,Indonesia,1954,5.58,39.6,305.0,18.6,75900000.0
Asia,India,1954,5.9,45.4,555.0,19.8,390000000.0
Europe,Ireland,1954,3.4,68.3,2380.0,29.3,2900000.0
Asia,Iran,1954,6.91,40.7,1250.0,20.0,18400000.0
Asia,Iraq,1954,6.76,58.1,949.0,19.7,6250000.0
Europe,Iceland,1954,4.02,72.5,4440.0,25.2,154000.0
Asia,Israel,1954,4.11,69.8,1970.0,24.7,1510000.0
Europe,Italy,1954,2.29,68.1,3260.0,28.9,47800000.0
North America,Jamaica,1954,4.52,61.3,1620.0,21.1,1530000.0
Asia,Jordan,1954,7.28,57.5,1540.0,16.8,581000.0
Asia,Japan,1954,2.63,65.0,1330.0,22.4,89100000.0
Asia,Kazakhstan,1954,4.48,58.9,2670.0,22.6,7610000.0
Africa,Kenya,1954,7.57,50.3,2050.0,15.8,6370000.0
Asia,Kyrgyz Republic,1954,4.63,52.3,1030.0,23.5,1900000.0
Asia,Cambodia,1954,6.95,47.3,1030.0,17.3,4810000.0
Oceania,Kiribati,1954,6.32,46.0,2270.0,19.7,41100.0
